Speed,Peak 1,Peak 2,Peak 3,Peak 4
350.0,45.04151119462118,7.999759073054417,2.979394513699737,6.8546978330480055
440.0,89.48427532253466,10.754864024987413,1.9923918288475162,9.995875359349784
647.0,149.9129100908272,22.81234601142393,6.999797524661159,17.89258053578523
