x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007
7181.5,0.,7181.5,0.,7181.5,0.,7181.5,0.,572.1,0.0065491269,572.1,0.0000000036,572.1,0.0060624096,572.1,0.0097857898
7183.,0.,7183.,0.,7183.,0.,7183.,0.,572.2,0.0065124511,572.2,0.000000003,572.2,0.0062377646,572.2,0.0097324114
7184.5,0.,7184.5,0.,7184.5,0.,7184.5,0.,572.3,0.0064742682,572.3,0.0000000025,572.3,0.006411417,572.3,0.0096721385
7186.,1.,7186.,0.,7186.,0.,7186.,0.,572.4,0.0064347743,572.4,0.0000000022,572.4,0.0065828972,572.4,0.0096049755
7187.5,0.,7187.5,0.,7187.5,1.,7187.5,0.,572.5,0.0063941744,572.5,0.0000000020,572.5,0.0067517407,572.5,0.0095309334
7189.,0.,7189.,0.,7189.,0.,7189.,0.,572.6,0.0063526811,572.6,0.0000000019,572.6,0.0069174890,572.6,0.0094500316
7190.5,0.,7190.5,0.,7190.5,0.,7190.5,0.,572.7,0.006310514,572.7,0.0000000019,572.7,0.0070796922,572.7,0.0093622995
7192.,0.,7192.,0.,7192.,1.,7192.,0.,572.8,0.0062678986,572.8,0.000000002,572.8,0.0072379104,572.8,0.0092677785
7193.5,0.,7193.5,0.,7193.5,0.,7193.5,0.,572.9,0.0062250655,572.9,0.0000000021,572.9,0.0073917154,572.9,0.0091665236
7195.,0.,7195.,0.,7195.,0.,7195.,0.,573.,0.0061822492,573.,0.0000000024,573.,0.0075406929,573.,0.0090586051
7196.5,0.,7196.5,0.,7196.5,0.,7196.5,0.,573.1,0.0061396868,573.1,0.0000000028,573.1,0.0076844438,573.1,0.0089441098
7198.,0.,7198.,0.,7198.,0.,7198.,0.,573.2,0.0060976168,573.2,0.0000000033,573.2,0.0078225859,573.2,0.0088231432
7199.5,0.,7199.5,0.,7199.5,0.,7199.5,0.,573.3,0.0060562776,573.3,0.000000004,573.3,0.0079547558,573.3,0.0086958297
7201.,0.,7201.,0.,7201.,0.,7201.,0.,573.4,0.0060159062,573.4,0.0000000048,573.4,0.0080806099,573.4,0.0085623148
7202.5,0.,7202.5,0.,7202.5,0.,7202.5,1.,573.5,0.0059767363,573.5,0.0000000059,573.5,0.0081998261,573.5,0.008422765
7204.,1.,7204.,0.,7204.,0.,7204.,0.,573.6,0.0059389970,573.6,0.0000000072,573.6,0.0083121052,573.6,0.0082773691
7205.5,1.,7205.5,0.,7205.5,0.,7205.5,0.,573.7,0.0059029113,573.7,0.0000000088,573.7,0.0084171718,573.7,0.0081263385
7207.,0.,7207.,0.,7207.,0.,7207.,0.,573.8,0.0058686938,573.8,0.0000000108,573.8,0.0085147755,573.8,0.0079699069
7208.5,0.,7208.5,0.,7208.5,1.,7208.5,0.,573.9,0.0058365496,573.9,0.0000000133,573.9,0.0086046919,573.9,0.0078083307
7210.,0.,7210.,0.,7210.,1.,7210.,0.,574.,0.0058066723,574.,0.0000000163,574.,0.0086867233,574.,0.0076418885
7211.5,0.,7211.5,0.,7211.5,0.,7211.5,1.,574.1,0.0057792425,574.1,0.0000000199,574.1,0.0087606995,574.1,0.0074708801
7213.,0.,7213.,0.,7213.,0.,7213.,0.,574.2,0.0057544258,574.2,0.0000000243,574.2,0.0088264782,574.2,0.0072956263
7214.5,0.,7214.5,0.,7214.5,0.,7214.5,0.,574.3,0.0057323715,574.3,0.0000000297,574.3,0.0088839453,574.3,0.0071164668
7216.,1.,7216.,0.,7216.,0.,7216.,0.,574.4,0.0057132111,574.4,0.0000000362,574.4,0.0089330153,574.4,0.0069337597
7217.5,0.,7217.5,0.,7217.5,0.,7217.5,0.,574.5,0.0056970566,574.5,0.0000000441,574.5,0.0089736312,574.5,0.0067478794
7219.,0.,7219.,0.,7219.,0.,7219.,0.,574.6,0.0056839993,574.6,0.0000000536,574.6,0.0090057645,574.6,0.0065592146
7220.5,0.,7220.5,0.,7220.5,1.,7220.5,1.,574.7,0.0056741087,574.7,0.0000000650,574.7,0.0090294147,574.7,0.0063681668
7222.,0.,7222.,0.,7222.,0.,7222.,0.,574.8,0.0056674315,574.8,0.0000000788,574.8,0.0090446093,574.8,0.0061751478
7223.5,0.,7223.5,0.,7223.5,1.,7223.5,0.,574.9,0.0056639902,574.9,0.0000000953,574.9,0.0090514028,574.9,0.0059805774
7225.,0.,7225.,0.,7225.,0.,7225.,0.,575.,0.0056637831,575.,0.0000001151,575.,0.0090498760,575.,0.005784881
7226.5,0.,7226.5,0.,7226.5,0.,7226.5,0.,575.1,0.0056667835,575.1,0.0000001387,575.1,0.0090401356,575.1,0.0055884873
7228.,1.,7228.,0.,7228.,2.,7228.,0.,575.2,0.0056729390,575.2,0.000000167,575.2,0.0090223125,575.2,0.0053918255
7229.5,0.,7229.5,0.,7229.5,0.,7229.5,1.,575.3,0.0056821721,575.3,0.0000002007,575.3,0.0089965612,575.3,0.0051953231
7231.,0.,7231.,0.,7231.,0.,7231.,0.,575.4,0.0056943800,575.4,0.0000002408,575.4,0.0089630581,575.4,0.0049994031
7232.5,0.,7232.5,0.,7232.5,0.,7232.5,0.,575.5,0.0057094348,575.5,0.0000002885,575.5,0.0089220006,575.5,0.0048044814
7234.,1.,7234.,0.,7234.,1.,7234.,0.,575.6,0.0057271845,575.6,0.0000003451,575.6,0.0088736052,575.6,0.0046109649
7235.5,0.,7235.5,0.,7235.5,0.,7235.5,0.,575.7,0.0057474535,575.7,0.0000004121,575.7,0.0088181060,575.7,0.0044192488
7237.,0.,7237.,1.,7237.,0.,7237.,0.,575.8,0.0057700438,575.8,0.0000004914,575.8,0.0087557533,575.8,0.0042297145
7238.5,0.,7238.5,0.,7238.5,0.,7238.5,0.,575.9,0.0057947364,575.9,0.0000005849,575.9,0.0086868116,575.9,0.0040427275
7240.,0.,7240.,0.,7240.,0.,7240.,0.,576.,0.0058212928,576.,0.0000006952,576.,0.008611558,576.,0.0038586357
7241.5,0.,7241.5,0.,7241.5,0.,7241.5,0.,576.1,0.0058494567,576.1,0.0000008249,576.1,0.0085302803,576.1,0.0036777676
7243.,0.,7243.,0.,7243.,0.,7243.,0.,576.2,0.0058789558,576.2,0.0000009772,576.2,0.0084432755,576.2,0.0035004307
7244.5,1.,7244.5,0.,7244.5,0.,7244.5,0.,576.3,0.0059095044,576.3,0.0000011559,576.3,0.0083508475,576.3,0.0033269103
7246.,0.,7246.,0.,7246.,0.,7246.,0.,576.4,0.0059408051,576.4,0.000001365,576.4,0.0082533058,576.4,0.0031574685
7247.5,0.,7247.5,0.,7247.5,0.,7247.5,0.,576.5,0.0059725516,576.5,0.0000016093,576.5,0.0081509635,576.5,0.0029923431
7249.,0.,7249.,0.,7249.,0.,7249.,0.,576.6,0.0060044315,576.6,0.0000018944,576.6,0.0080441356,576.6,0.0028317470
7250.5,0.,7250.5,0.,7250.5,0.,7250.5,0.,576.7,0.0060361283,576.7,0.0000022264,576.7,0.0079331374,576.7,0.0026758682
7252.,0.,7252.,1.,7252.,0.,7252.,0.,576.8,0.0060673251,576.8,0.0000026124,576.8,0.0078182831,576.8,0.0025248687
7253.5,0.,7253.5,0.,7253.5,0.,7253.5,0.,576.9,0.0060977064,576.9,0.0000030605,576.9,0.0076998839,576.9,0.0023788855
7255.,0.,7255.,0.,7255.,0.,7255.,0.,577.,0.0061269617,577.,0.0000035796,577.,0.0075782473,577.,0.0022380299
7256.5,0.,7256.5,0.,7256.5,1.,7256.5,0.,577.1,0.0061547881,577.1,0.0000041801,577.1,0.0074536751,577.1,0.0021023885
7258.,0.,7258.,0.,7258.,0.,7258.,0.,577.2,0.0061808932,577.2,0.0000048736,577.2,0.0073264628,577.2,0.0019720234
7259.5,1.,7259.5,0.,7259.5,0.,7259.5,0.,577.3,0.0062049974,577.3,0.0000056730,577.3,0.0071968985,577.3,0.0018469732
7261.,0.,7261.,1.,7261.,0.,7261.,0.,577.4,0.0062268374,577.4,0.0000065931,577.4,0.007065262,577.4,0.0017272536
7262.5,0.,7262.5,0.,7262.5,0.,7262.5,1.,577.5,0.0062461679,577.5,0.0000076500,577.5,0.0069318239,577.5,0.0016128585
7264.,0.,7264.,1.,7264.,0.,7264.,0.,577.6,0.0062627647,577.6,0.0000088623,577.6,0.0067968455,577.6,0.0015037612
7265.5,1.,7265.5,1.,7265.5,0.,7265.5,0.,577.7,0.0062764262,577.7,0.0000102502,577.7,0.0066605779,577.7,0.0013999156
7267.,0.,7267.,0.,7267.,1.,7267.,0.,577.8,0.0062869765,577.8,0.0000118366,577.8,0.0065232621,577.8,0.0013012576
7268.5,0.,7268.5,0.,7268.5,1.,7268.5,1.,577.9,0.0062942661,577.9,0.0000136466,577.9,0.0063851289,577.9,0.0012077061
7270.,0.,7270.,0.,7270.,0.,7270.,0.,578.,0.0062981743,578.,0.0000157084,578.,0.0062463985,578.,0.0011191649
7271.5,0.,7271.5,0.,7271.5,0.,7271.5,0.,578.1,0.0062986103,578.1,0.0000180527,578.1,0.0061072813,578.1,0.0010355237
7273.,1.,7273.,0.,7273.,0.,7273.,0.,578.2,0.0062955141,578.2,0.0000207138,578.2,0.0059679776,578.2,0.0009566601
7274.5,0.,7274.5,0.,7274.5,0.,7274.5,0.,578.3,0.0062888578,578.3,0.0000237292,578.3,0.0058286786,578.3,0.0008824406
7276.,0.,7276.,0.,7276.,1.,7276.,1.,578.4,0.0062786455,578.4,0.0000271401,578.4,0.0056895664,578.4,0.0008127223
7277.5,0.,7277.5,0.,7277.5,0.,7277.5,1.,578.5,0.0062649141,578.5,0.0000309918,578.5,0.0055508153,578.5,0.0007473542
7279.,0.,7279.,0.,7279.,1.,7279.,0.,578.6,0.0062477328,578.6,0.0000353337,578.6,0.0054125918,578.6,0.0006861788
7280.5,0.,7280.5,0.,7280.5,0.,7280.5,0.,578.7,0.006227203,578.7,0.0000402196,578.7,0.0052750559,578.7,0.0006290333
7282.,0.,7282.,0.,7282.,0.,7282.,0.,578.8,0.0062034574,578.8,0.000045708,578.8,0.0051383621,578.8,0.0005757507
7283.5,0.,7283.5,0.,7283.5,0.,7283.5,0.,578.9,0.0061766593,578.9,0.0000518625,578.9,0.0050026598,578.9,0.0005261617
7285.,0.,7285.,0.,7285.,0.,7285.,0.,579.,0.0061470010,579.,0.0000587518,579.,0.0048680947,579.,0.0004800951
7286.5,1.,7286.5,0.,7286.5,1.,7286.5,0.,579.1,0.0061147026,579.1,0.0000664501,579.1,0.0047348097,579.1,0.0004373793
7288.,1.,7288.,0.,7288.,1.,7288.,0.,579.2,0.0060800100,579.2,0.0000750373,579.2,0.0046029459,579.2,0.0003978432
7289.5,0.,7289.5,0.,7289.5,0.,7289.5,0.,579.3,0.0060431929,579.3,0.0000845991,579.3,0.0044726435,579.3,0.0003613172
7291.,0.,7291.,0.,7291.,0.,7291.,0.,579.4,0.0060045426,579.4,0.0000952273,579.4,0.0043440429,579.4,0.0003276338
7292.5,0.,7292.5,1.,7292.5,0.,7292.5,0.,579.5,0.0059643694,579.5,0.0001070198,579.5,0.0042172855,579.5,0.0002966289
7294.,1.,7294.,1.,7294.,0.,7294.,0.,579.6,0.0059230000,579.6,0.0001200811,579.6,0.0040925148,579.6,0.0002681418
7295.5,0.,7295.5,0.,7295.5,0.,7295.5,0.,579.7,0.005880775,579.7,0.0001345219,579.7,0.0039698770,579.7,0.0002420163
7297.,0.,7297.,0.,7297.,2.,7297.,0.,579.8,0.0058380453,579.8,0.0001504593,579.8,0.0038495220,579.8,0.0002181007
7298.5,0.,7298.5,0.,7298.5,3.,7298.5,0.,579.9,0.0057951698,579.9,0.000168017,579.9,0.0037316039,579.9,0.0001962490
7300.,2.,7300.,0.,7300.,1.,7300.,1.,580.,0.0057525117,580.,0.0001873249,580.,0.0036162815,580.,0.0001763206
7301.5,1.,7301.5,0.,7301.5,0.,7301.5,0.,580.1,0.0057104358,580.1,0.0002085193,580.1,0.0035037195,580.1,0.0001581807
7303.,0.,7303.,0.,7303.,0.,7303.,0.,580.2,0.0056693051,580.2,0.0002317427,580.2,0.0033940878,580.2,0.0001417008
7304.5,0.,7304.5,0.,7304.5,1.,7304.5,0.,580.3,0.0056294777,580.3,0.000257143,580.3,0.0032875628,580.3,0.0001267585
7306.,0.,7306.,1.,7306.,0.,7306.,0.,580.4,0.0055913037,580.4,0.0002848739,580.4,0.0031843271,580.4,0.0001132382
7307.5,0.,7307.5,0.,7307.5,0.,7307.5,2.,580.5,0.0055551223,580.5,0.0003150942,580.5,0.0030845696,580.5,0.0001010303
7309.,1.,7309.,0.,7309.,0.,7309.,0.,580.6,0.0055212589,580.6,0.0003479669,580.6,0.0029884858,580.6,0.0000900321
7310.5,0.,7310.5,0.,7310.5,0.,7310.5,0.,580.7,0.0054900221,580.7,0.0003836595,580.7,0.0028962772,580.7,0.000080147
7312.,0.,7312.,0.,7312.,0.,7312.,0.,580.8,0.0054617016,580.8,0.0004223424,580.8,0.0028081513,580.8,0.0000712851
7313.5,0.,7313.5,0.,7313.5,0.,7313.5,0.,580.9,0.0054365651,580.9,0.0004641887,580.9,0.0027243212,580.9,0.0000633628
7315.,0.,7315.,0.,7315.,0.,7315.,0.,581.,0.0054148567,581.,0.0005093731,581.,0.0026450051,581.,0.0000563025
7316.5,0.,7316.5,0.,7316.5,0.,7316.5,0.,581.1,0.0053967947,581.1,0.0005580711,581.1,0.0025704259,581.1,0.0000500331
7318.,0.,7318.,0.,7318.,0.,7318.,0.,581.2,0.00538257,581.2,0.0006104578,581.2,0.0025008100,581.2,0.0000444892
7319.5,0.,7319.5,0.,7319.5,0.,7319.5,0.,581.3,0.0053723442,581.3,0.0006667068,581.3,0.0024363870,581.3,0.0000396113
7321.,0.,7321.,0.,7321.,1.,7321.,0.,581.4,0.0053662490,581.4,0.0007269891,581.4,0.0023773886,581.4,0.0000353455
7322.5,0.,7322.5,0.,7322.5,0.,7322.5,0.,581.5,0.0053643851,581.5,0.0007914716,581.5,0.0023240475,581.5,0.0000316435
7324.,0.,7324.,0.,7324.,0.,7324.,0.,581.6,0.0053668214,581.6,0.0008603156,581.6,0.0022765966,581.6,0.0000284625
7325.5,0.,7325.5,1.,7325.5,1.,7325.5,0.,581.7,0.005373595,581.7,0.0009336758,581.7,0.0022352674,581.7,0.0000257647
7327.,0.,7327.,0.,7327.,0.,7327.,0.,581.8,0.0053847107,581.8,0.0010116982,581.8,0.0022002892,581.8,0.0000235176
7328.5,0.,7328.5,0.,7328.5,0.,7328.5,0.,581.9,0.0054001419,581.9,0.0010945191,581.9,0.0021718876,581.9,0.0000216936
7330.,0.,7330.,0.,7330.,0.,7330.,0.,582.,0.0054198309,582.,0.001182263,582.,0.0021502832,582.,0.0000202700
7331.5,1.,7331.5,0.,7331.5,0.,7331.5,0.,582.1,0.0054436896,582.1,0.0012750411,582.1,0.0021356897,582.1,0.0000192289
7333.,0.,7333.,0.,7333.,0.,7333.,0.,582.2,0.0054716006,582.2,0.0013729498,582.2,0.0021283133,582.2,0.000018557
7334.5,0.,7334.5,0.,7334.5,0.,7334.5,0.,582.3,0.0055034191,582.3,0.0014760691,582.3,0.0021283505,582.3,0.0000182458
7336.,0.,7336.,0.,7336.,1.,7336.,0.,582.4,0.005538974,582.4,0.0015844606,582.4,0.0021359868,582.4,0.0000182914
7337.5,1.,7337.5,0.,7337.5,0.,7337.5,1.,582.5,0.0055780697,582.5,0.0016981664,582.5,0.0021513951,582.5,0.0000186944
7339.,0.,7339.,0.,7339.,0.,7339.,0.,582.6,0.0056204886,582.6,0.0018172073,582.6,0.0021747341,582.6,0.0000194602
7340.5,0.,7340.5,0.,7340.5,0.,7340.5,0.,582.7,0.0056659929,582.7,0.0019415815,582.7,0.0022061470,582.7,0.0000205987
7342.,0.,7342.,0.,7342.,1.,7342.,0.,582.8,0.0057143273,582.8,0.0020712632,582.8,0.0022457597,582.8,0.0000221244
7343.5,0.,7343.5,0.,7343.5,0.,7343.5,0.,582.9,0.0057652214,582.9,0.0022062016,582.9,0.0022936793,582.9,0.0000240569
7345.,0.,7345.,0.,7345.,0.,7345.,0.,583.,0.0058183920,583.,0.0023463196,583.,0.0023499928,583.,0.0000264203
7346.5,1.,7346.5,0.,7346.5,0.,7346.5,0.,583.1,0.0058735466,583.1,0.0024915132,583.1,0.0024147657,583.1,0.0000292439
7348.,0.,7348.,0.,7348.,0.,7348.,0.,583.2,0.0059303851,583.2,0.0026416505,583.2,0.0024880405,583.2,0.0000325617
7349.5,0.,7349.5,0.,7349.5,1.,7349.5,0.,583.3,0.0059886036,583.3,0.0027965715,583.3,0.0025698356,583.3,0.0000364134
7351.,0.,7351.,0.,7351.,1.,7351.,0.,583.4,0.0060478964,583.4,0.0029560877,583.4,0.0026601443,583.4,0.0000408438
7352.5,0.,7352.5,0.,7352.5,0.,7352.5,0.,583.5,0.0061079593,583.5,0.0031199821,583.5,0.0027589336,583.5,0.0000459031
7354.,0.,7354.,1.,7354.,1.,7354.,0.,583.6,0.0061684919,583.6,0.0032880094,583.6,0.0028661433,583.6,0.0000516474
7355.5,1.,7355.5,0.,7355.5,0.,7355.5,0.,583.7,0.0062292005,583.7,0.0034598966,583.7,0.0029816855,583.7,0.0000581386
7357.,1.,7357.,0.,7357.,0.,7357.,0.,583.8,0.0062898002,583.8,0.0036353435,583.8,0.0031054440,583.8,0.0000654444
7358.5,0.,7358.5,0.,7358.5,0.,7358.5,0.,583.9,0.0063500179,583.9,0.0038140242,583.9,0.0032372739,583.9,0.0000736391
7360.,0.,7360.,0.,7360.,0.,7360.,0.,584.,0.0064095939,584.,0.0039955877,584.,0.0033770014,584.,0.000082803
7361.5,0.,7361.5,0.,7361.5,2.,7361.5,0.,584.1,0.0064682844,584.1,0.0041796603,584.1,0.0035244239,584.1,0.0000930229
7363.,0.,7363.,1.,7363.,0.,7363.,0.,584.2,0.0065258631,584.2,0.0043658469,584.2,0.0036793104,584.2,0.0001043925
7364.5,1.,7364.5,0.,7364.5,0.,7364.5,0.,584.3,0.0065821231,584.3,0.0045537330,584.3,0.0038414018,584.3,0.0001170119
7366.,0.,7366.,0.,7366.,0.,7366.,0.,584.4,0.0066368781,584.4,0.0047428878,584.4,0.0040104118,584.4,0.0001309883
7367.5,0.,7367.5,1.,7367.5,0.,7367.5,0.,584.5,0.0066899639,584.5,0.004932866,584.5,0.0041860278,584.5,0.0001464355
7369.,0.,7369.,0.,7369.,1.,7369.,0.,584.6,0.0067412391,584.6,0.0051232109,584.6,0.0043679122,584.6,0.0001634745
7370.5,0.,7370.5,0.,7370.5,2.,7370.5,0.,584.7,0.0067905863,584.7,0.0053134574,584.7,0.0045557042,584.7,0.0001822329
7372.,0.,7372.,0.,7372.,0.,7372.,0.,584.8,0.006837912,584.8,0.0055031354,584.8,0.0047490207,584.8,0.0002028452
7373.5,0.,7373.5,0.,7373.5,0.,7373.5,0.,584.9,0.0068831474,584.9,0.0056917725,584.9,0.0049474595,584.9,0.0002254526
7375.,0.,7375.,0.,7375.,0.,7375.,0.,585.,0.0069262484,585.,0.0058788979,585.,0.0051506003,585.,0.0002502029
7376.5,0.,7376.5,0.,7376.5,1.,7376.5,1.,585.1,0.0069671949,585.1,0.0060640456,585.1,0.0053580082,585.1,0.00027725
7378.,1.,7378.,0.,7378.,0.,7378.,0.,585.2,0.0070059909,585.2,0.0062467579,585.2,0.0055692357,585.2,0.0003067539
7379.5,0.,7379.5,0.,7379.5,0.,7379.5,0.,585.3,0.0070426636,585.3,0.0064265887,585.3,0.005783826,585.3,0.0003388803
7381.,0.,7381.,0.,7381.,0.,7381.,0.,585.4,0.0070772623,585.4,0.0066031073,585.4,0.0060013156,585.4,0.0003737998
7382.5,0.,7382.5,0.,7382.5,2.,7382.5,0.,585.5,0.0071098579,585.5,0.0067759011,585.5,0.006221238,585.5,0.000411688
7384.,0.,7384.,0.,7384.,0.,7384.,1.,585.6,0.007140541,585.6,0.0069445791,585.6,0.0064431266,585.6,0.0004527244
7385.5,0.,7385.5,0.,7385.5,0.,7385.5,0.,585.7,0.0071694205,585.7,0.007108775,585.7,0.0066665184,585.7,0.0004970921
7387.,0.,7387.,0.,7387.,0.,7387.,0.,585.8,0.0071966224,585.8,0.0072681494,585.8,0.0068909573,585.8,0.0005449768
7388.5,0.,7388.5,0.,7388.5,0.,7388.5,0.,585.9,0.0072222876,585.9,0.0074223926,585.9,0.0071159977,585.9,0.000596566
7390.,0.,7390.,0.,7390.,0.,7390.,1.,586.,0.0072465701,586.,0.0075712270,586.,0.0073412080,586.,0.0006520484
7391.5,0.,7391.5,0.,7391.5,1.,7391.5,0.,586.1,0.0072696351,586.1,0.0077144085,586.1,0.007566174,586.1,0.0007116126
7393.,0.,7393.,0.,7393.,1.,7393.,0.,586.2,0.0072916567,586.2,0.0078517281,586.2,0.0077905021,586.2,0.0007754463
7394.5,0.,7394.5,0.,7394.5,0.,7394.5,0.,586.3,0.0073128157,586.3,0.0079830133,586.3,0.0080138231,586.3,0.0008437351
7396.,0.,7396.,0.,7396.,0.,7396.,0.,586.4,0.0073332975,586.4,0.0081081282,586.4,0.0082357945,586.4,0.0009166615
7397.5,0.,7397.5,0.,7397.5,0.,7397.5,0.,586.5,0.0073532897,586.5,0.0082269746,586.5,0.0084561040,586.5,0.0009944034
7399.,0.,7399.,0.,7399.,0.,7399.,0.,586.6,0.0073729801,586.6,0.0083394911,586.6,0.0086744719,586.6,0.0010771334
7400.5,0.,7400.5,0.,7400.5,0.,7400.5,0.,586.7,0.0073925537,586.7,0.0084456529,586.7,0.0088906533,586.7,0.0011650169
7402.,0.,7402.,0.,7402.,1.,7402.,0.,586.8,0.0074121913,586.8,0.0085454708,586.8,0.0091044404,586.8,0.0012582112
7403.5,0.,7403.5,0.,7403.5,0.,7403.5,1.,586.9,0.0074320666,586.9,0.0086389896,586.9,0.0093156640,586.9,0.0013568644
7405.,0.,7405.,0.,7405.,1.,7405.,0.,587.,0.0074523444,587.,0.0087262866,587.,0.0095241951,587.,0.0014611135
7406.5,0.,7406.5,0.,7406.5,0.,7406.5,1.,587.1,0.0074731783,587.1,0.0088074690,587.1,0.0097299452,587.1,0.0015710838
7408.,0.,7408.,0.,7408.,0.,7408.,0.,587.2,0.0074947087,587.2,0.0088826716,587.2,0.0099328677,587.2,0.0016868873
7409.5,0.,7409.5,0.,7409.5,0.,7409.5,0.,587.3,0.0075170612,587.3,0.0089520539,587.3,0.0101329573,587.3,0.0018086215
7411.,0.,7411.,0.,7411.,0.,7411.,0.,587.4,0.0075403445,587.4,0.0090157967,587.4,0.0103302495,587.4,0.0019363685
7412.5,0.,7412.5,0.,7412.5,0.,7412.5,0.,587.5,0.0075646487,587.5,0.0090740991,587.5,0.0105248205,587.5,0.0020701939
7414.,0.,7414.,0.,7414.,1.,7414.,0.,587.6,0.0075900441,587.6,0.0091271743,587.6,0.0107167852,587.6,0.0022101456
7415.5,0.,7415.5,1.,7415.5,1.,7415.5,0.,587.7,0.0076165799,587.7,0.0091752465,587.7,0.0109062956,587.7,0.0023562534
7417.,0.,7417.,0.,7417.,0.,7417.,0.,587.8,0.0076442826,587.8,0.0092185463,587.8,0.0110935386,587.8,0.0025085279
7418.5,0.,7418.5,0.,7418.5,0.,7418.5,0.,587.9,0.0076731555,587.9,0.0092573074,587.9,0.0112787337,587.9,0.0026669600
7420.,0.,7420.,0.,7420.,0.,7420.,0.,588.,0.0077031777,588.,0.0092917622,588.,0.0114621292,588.,0.0028315208
7421.5,0.,7421.5,1.,7421.5,1.,7421.5,0.,588.1,0.0077343036,588.1,0.0093221384,588.1,0.0116439994,588.1,0.0030021607
7423.,1.,7423.,0.,7423.,0.,7423.,1.,588.2,0.0077664623,588.2,0.0093486546,588.2,0.0118246404,588.2,0.0031788099
7424.5,0.,7424.5,0.,7424.5,1.,7424.5,1.,588.3,0.0077995578,588.3,0.0093715174,588.3,0.012004366,588.3,0.0033613781
7426.,0.,7426.,0.,7426.,0.,7426.,0.,588.4,0.0078334687,588.4,0.0093909179,588.4,0.0121835033,588.4,0.0035497548
7427.5,1.,7427.5,0.,7427.5,0.,7427.5,0.,588.5,0.0078680487,588.5,0.009407028,588.5,0.0123623882,588.5,0.0037438097
7429.,1.,7429.,0.,7429.,1.,7429.,0.,588.6,0.0079031268,588.6,0.0094199985,588.6,0.0125413599,588.6,0.0039433934
7430.5,0.,7430.5,0.,7430.5,1.,7430.5,1.,588.7,0.0079385084,588.7,0.0094299563,588.7,0.0127207565,588.7,0.0041483380
7432.,1.,7432.,0.,7432.,0.,7432.,0.,588.8,0.0079739757,588.8,0.0094370019,588.8,0.0129009095,588.8,0.0043584583
7433.5,0.,7433.5,0.,7433.5,0.,7433.5,1.,588.9,0.0080092892,588.9,0.0094412089,588.9,0.0130821386,588.9,0.0045735524
7435.,0.,7435.,0.,7435.,0.,7435.,0.,589.,0.0080441889,589.,0.0094426216,589.,0.0132647467,589.,0.0047934036
7436.5,0.,7436.5,0.,7436.5,0.,7436.5,0.,589.1,0.0080783957,589.1,0.0094412552,589.1,0.0134490145,589.1,0.0050177814
7438.,0.,7438.,0.,7438.,0.,7438.,0.,589.2,0.0081116133,589.2,0.009437095,589.2,0.0136351958,589.2,0.0052464429
7439.5,0.,7439.5,0.,7439.5,0.,7439.5,0.,589.3,0.0081435298,589.3,0.0094300970,589.3,0.0138235125,589.3,0.0054791349
7441.,0.,7441.,0.,7441.,0.,7441.,1.,589.4,0.0081738202,589.4,0.0094201885,589.4,0.0140141498,589.4,0.0057155952
7442.5,0.,7442.5,0.,7442.5,0.,7442.5,0.,589.5,0.008202148,589.5,0.0094072691,589.5,0.0142072524,589.5,0.0059555546
7444.,1.,7444.,0.,7444.,0.,7444.,0.,589.6,0.0082281680,589.6,0.0093912124,589.6,0.0144029203,589.6,0.0061987384
7445.5,0.,7445.5,0.,7445.5,1.,7445.5,0.,589.7,0.0082515289,589.7,0.0093718681,589.7,0.0146012048,589.7,0.0064448688
7447.,0.,7447.,0.,7447.,0.,7447.,0.,589.8,0.0082718751,589.8,0.0093490644,589.8,0.0148021062,589.8,0.0066936661
7448.5,0.,7448.5,0.,7448.5,0.,7448.5,1.,589.9,0.0082888502,589.9,0.0093226107,589.9,0.0150055704,589.9,0.006944851
7450.,0.,7450.,0.,7450.,0.,7450.,0.,590.,0.0083020994,590.,0.0092923007,590.,0.0152114870,590.,0.007198146
7451.5,1.,7451.5,0.,7451.5,0.,7451.5,0.,590.1,0.0083112721,590.1,0.0092579158,590.1,0.0154196879,590.1,0.0074532770
7453.,0.,7453.,0.,7453.,0.,7453.,0.,590.2,0.0083160249,590.2,0.0092192285,590.2,0.0156299456,590.2,0.0077099753
7454.5,0.,7454.5,1.,7454.5,0.,7454.5,2.,590.3,0.0083160243,590.3,0.0091760065,590.3,0.0158419735,590.3,0.0079679783
7456.,0.,7456.,0.,7456.,0.,7456.,0.,590.4,0.0083109495,590.4,0.0091280161,590.4,0.0160554254,590.4,0.0082270312
7457.5,0.,7457.5,0.,7457.5,0.,7457.5,0.,590.5,0.0083004951,590.5,0.0090750265,590.5,0.0162698966,590.5,0.0084868877
7459.,0.,7459.,0.,7459.,1.,7459.,0.,590.6,0.0082843738,590.6,0.0090168136,590.6,0.016484925,590.6,0.0087473113
7460.5,0.,7460.5,1.,7460.5,0.,7460.5,1.,590.7,0.0082623185,590.7,0.0089531639,590.7,0.0166999930,590.7,0.0090080752
7462.,0.,7462.,0.,7462.,0.,7462.,0.,590.8,0.0082340855,590.8,0.0088838782,590.8,0.0169145304,590.8,0.0092689635
7463.5,0.,7463.5,0.,7463.5,0.,7463.5,0.,590.9,0.0081994558,590.9,0.0088087753,590.9,0.0171279170,590.9,0.0095297707
