x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007
4834.,0.,4834.,0.,4834.,1.,4834.,1.,415.6,0.0022475836,415.6,0.0045789963,415.6,0.0027230706,415.6,0.0000149019
4835.5,0.,4835.5,0.,4835.5,0.,4835.5,0.,415.7,0.0022502181,415.7,0.0044070762,415.7,0.0026183901,415.7,0.0000130065
4837.,0.,4837.,0.,4837.,1.,4837.,0.,415.8,0.0022579903,415.8,0.0042348300,415.8,0.0025154721,415.8,0.0000113536
4838.5,0.,4838.5,0.,4838.5,0.,4838.5,0.,415.9,0.0022705706,415.9,0.0040628103,415.9,0.0024146740,415.9,0.0000099181
4840.,0.,4840.,0.,4840.,0.,4840.,1.,416.,0.0022876119,416.,0.0038915469,416.,0.0023163393,416.,0.0000086781
4841.5,0.,4841.5,0.,4841.5,0.,4841.5,0.,416.1,0.0023087509,416.1,0.003721544,416.1,0.002220797,416.1,0.0000076137
4843.,0.,4843.,0.,4843.,0.,4843.,0.,416.2,0.0023336104,416.2,0.0035532782,416.2,0.0021283606,416.2,0.0000067079
4844.5,0.,4844.5,0.,4844.5,0.,4844.5,0.,416.3,0.0023618014,416.3,0.003387197,416.3,0.0020393281,416.3,0.0000059457
4846.,0.,4846.,0.,4846.,0.,4846.,0.,416.4,0.0023929251,416.4,0.0032237169,416.4,0.0019539812,416.4,0.0000053144
4847.5,0.,4847.5,0.,4847.5,0.,4847.5,0.,416.5,0.0024265748,416.5,0.0030632226,416.5,0.0018725851,416.5,0.0000048033
4849.,0.,4849.,0.,4849.,0.,4849.,0.,416.6,0.0024623386,416.6,0.0029060660,416.6,0.0017953886,416.6,0.0000044036
4850.5,1.,4850.5,0.,4850.5,0.,4850.5,0.,416.7,0.0024998012,416.7,0.0027525656,416.7,0.0017226240,416.7,0.0000041084
4852.,0.,4852.,0.,4852.,0.,4852.,0.,416.8,0.0025385463,416.8,0.0026030063,416.8,0.0016545071,416.8,0.0000039127
4853.5,0.,4853.5,0.,4853.5,0.,4853.5,0.,416.9,0.0025781585,416.9,0.0024576393,416.9,0.0015912373,416.9,0.0000038130
4855.,0.,4855.,0.,4855.,0.,4855.,0.,417.,0.0026182259,417.,0.0023166826,417.,0.0015329983,417.,0.0000038079
4856.5,0.,4856.5,0.,4856.5,0.,4856.5,0.,417.1,0.0026583421,417.1,0.0021803213,417.1,0.001479958,417.1,0.0000038975
4858.,0.,4858.,0.,4858.,1.,4858.,0.,417.2,0.0026981083,417.2,0.0020487085,417.2,0.0014322688,417.2,0.0000040836
4859.5,0.,4859.5,1.,4859.5,0.,4859.5,0.,417.3,0.0027371353,417.3,0.0019219660,417.3,0.0013900683,417.3,0.0000043698
4861.,0.,4861.,0.,4861.,0.,4861.,0.,417.4,0.0027750459,417.4,0.0018001858,417.4,0.0013534797,417.4,0.0000047616
4862.5,0.,4862.5,0.,4862.5,1.,4862.5,0.,417.5,0.0028114765,417.5,0.001683431,417.5,0.0013226118,417.5,0.0000052662
4864.,0.,4864.,0.,4864.,0.,4864.,0.,417.6,0.0028460791,417.6,0.0015717375,417.6,0.0012975599,417.6,0.0000058930
4865.5,0.,4865.5,0.,4865.5,2.,4865.5,0.,417.7,0.0028785233,417.7,0.0014651157,417.7,0.0012784058,417.7,0.0000066533
4867.,0.,4867.,0.,4867.,0.,4867.,0.,417.8,0.0029084975,417.8,0.0013635518,417.8,0.0012652184,417.8,0.0000075604
4868.5,0.,4868.5,1.,4868.5,1.,4868.5,0.,417.9,0.0029357111,417.9,0.0012670098,417.9,0.0012580541,417.9,0.0000086303
4870.,0.,4870.,0.,4870.,0.,4870.,1.,418.,0.0029598953,418.,0.0011754330,418.,0.0012569567,418.,0.0000098813
4871.5,0.,4871.5,0.,4871.5,0.,4871.5,0.,418.1,0.0029808049,418.1,0.0010887464,418.1,0.0012619579,418.1,0.0000113342
4873.,0.,4873.,0.,4873.,0.,4873.,0.,418.2,0.0029982189,418.2,0.001006858,418.2,0.0012730777,418.2,0.0000130129
4874.5,0.,4874.5,0.,4874.5,0.,4874.5,0.,418.3,0.003011942,418.3,0.0009296608,418.3,0.0012903241,418.3,0.0000149442
4876.,1.,4876.,0.,4876.,0.,4876.,0.,418.4,0.0030218052,418.4,0.0008570349,418.4,0.0013136935,418.4,0.0000171584
4877.5,0.,4877.5,0.,4877.5,0.,4877.5,0.,418.5,0.0030276662,418.5,0.0007888489,418.5,0.0013431706,418.5,0.0000196891
4879.,0.,4879.,0.,4879.,0.,4879.,0.,418.6,0.0030294102,418.6,0.0007249621,418.6,0.0013787285,418.6,0.0000225740
4880.5,1.,4880.5,0.,4880.5,0.,4880.5,0.,418.7,0.00302695,418.7,0.0006652257,418.7,0.0014203285,418.7,0.0000258548
4882.,0.,4882.,0.,4882.,0.,4882.,1.,418.8,0.0030202259,418.8,0.0006094850,418.8,0.0014679202,418.8,0.0000295775
4883.5,0.,4883.5,0.,4883.5,2.,4883.5,0.,418.9,0.0030092060,418.9,0.0005575805,418.9,0.0015214413,418.9,0.0000337931
4885.,0.,4885.,0.,4885.,0.,4885.,0.,419.,0.0029938856,419.,0.0005093495,419.,0.0015808175,419.,0.0000385573
4886.5,0.,4886.5,0.,4886.5,0.,4886.5,0.,419.1,0.0029742866,419.1,0.0004646277,419.1,0.0016459624,419.1,0.0000439317
4888.,0.,4888.,0.,4888.,0.,4888.,0.,419.2,0.0029504574,419.2,0.0004232505,419.2,0.0017167771,419.2,0.0000499832
4889.5,0.,4889.5,0.,4889.5,0.,4889.5,0.,419.3,0.0029224716,419.3,0.0003850538,419.3,0.0017931506,419.3,0.0000567849
4891.,0.,4891.,0.,4891.,0.,4891.,0.,419.4,0.0028904271,419.4,0.0003498757,419.4,0.0018749591,419.4,0.0000644166
4892.5,1.,4892.5,0.,4892.5,0.,4892.5,0.,419.5,0.0028544452,419.5,0.000317557,419.5,0.0019620666,419.5,0.0000729647
4894.,0.,4894.,0.,4894.,0.,4894.,0.,419.6,0.0028146691,419.6,0.0002879425,419.6,0.0020543241,419.6,0.0000825228
4895.5,0.,4895.5,0.,4895.5,2.,4895.5,0.,419.7,0.0027712628,419.7,0.0002608819,419.7,0.0021515704,419.7,0.0000931919
4897.,0.,4897.,0.,4897.,0.,4897.,0.,419.8,0.0027244094,419.8,0.0002362301,419.8,0.0022536316,419.8,0.0001050811
4898.5,0.,4898.5,0.,4898.5,0.,4898.5,0.,419.9,0.0026743095,419.9,0.0002138485,419.9,0.0023603219,419.9,0.0001183075
4900.,0.,4900.,0.,4900.,0.,4900.,0.,420.,0.0026211799,420.,0.000193605,420.,0.0024714431,420.,0.0001329965
4901.5,0.,4901.5,0.,4901.5,1.,4901.5,0.,420.1,0.0025652513,420.1,0.0001753749,420.1,0.0025867858,420.1,0.0001492825
4903.,0.,4903.,0.,4903.,0.,4903.,0.,420.2,0.0025067671,420.2,0.0001590414,420.2,0.0027061291,420.2,0.0001673086
4904.5,0.,4904.5,0.,4904.5,0.,4904.5,0.,420.3,0.0024459814,420.3,0.0001444958,420.3,0.0028292419,420.3,0.0001872271
4906.,0.,4906.,0.,4906.,0.,4906.,0.,420.4,0.0023831572,420.4,0.0001316378,420.4,0.0029558829,420.4,0.0002091998
4907.5,1.,4907.5,0.,4907.5,0.,4907.5,0.,420.5,0.0023185646,420.5,0.0001203761,420.5,0.0030858019,420.5,0.0002333976
4909.,0.,4909.,0.,4909.,0.,4909.,0.,420.6,0.002252479,420.6,0.0001106283,420.6,0.0032187405,420.6,0.000260001
4910.5,0.,4910.5,0.,4910.5,0.,4910.5,0.,420.7,0.0021851795,420.7,0.0001023214,420.7,0.0033544332,420.7,0.0002891997
4912.,0.,4912.,0.,4912.,0.,4912.,0.,420.8,0.0021169473,420.8,0.0000953917,420.8,0.0034926082,420.8,0.000321193
4913.5,0.,4913.5,0.,4913.5,0.,4913.5,0.,420.9,0.0020480637,420.9,0.0000897852,420.9,0.0036329892,420.9,0.0003561891
4915.,0.,4915.,0.,4915.,0.,4915.,0.,421.,0.0019788091,421.,0.0000854573,421.,0.0037752963,421.,0.0003944051
4916.5,0.,4916.5,0.,4916.5,0.,4916.5,0.,421.1,0.0019094610,421.1,0.0000823735,421.1,0.0039192472,421.1,0.0004360668
4918.,0.,4918.,0.,4918.,0.,4918.,0.,421.2,0.0018402933,421.2,0.0000805089,421.2,0.0040645594,421.2,0.0004814080
4919.5,0.,4919.5,0.,4919.5,0.,4919.5,0.,421.3,0.0017715744,421.3,0.0000798486,421.3,0.0042109507,421.3,0.0005306700
4921.,0.,4921.,0.,4921.,0.,4921.,0.,421.4,0.0017035665,421.4,0.0000803877,421.4,0.0043581418,421.4,0.0005841012
4922.5,0.,4922.5,1.,4922.5,1.,4922.5,0.,421.5,0.0016365244,421.5,0.0000821311,421.5,0.0045058569,421.5,0.0006419559
4924.,0.,4924.,0.,4924.,0.,4924.,0.,421.6,0.0015706947,421.6,0.0000850936,421.6,0.004653826,421.6,0.0007044940
4925.5,0.,4925.5,0.,4925.5,1.,4925.5,0.,421.7,0.001506315,421.7,0.0000893003,421.7,0.0048017861,421.7,0.0007719795
4927.,0.,4927.,0.,4927.,0.,4927.,0.,421.8,0.001443613,421.8,0.0000947858,421.8,0.0049494828,421.8,0.0008446799
4928.5,0.,4928.5,0.,4928.5,0.,4928.5,0.,421.9,0.0013828064,421.9,0.000101595,421.9,0.0050966718,421.9,0.0009228644
4930.,0.,4930.,0.,4930.,0.,4930.,0.,422.,0.0013241022,422.,0.0001097823,422.,0.0052431203,422.,0.0010068033
4931.5,0.,4931.5,0.,4931.5,1.,4931.5,0.,422.1,0.0012676961,422.1,0.0001194123,422.1,0.0053886085,422.1,0.0010967660
4933.,1.,4933.,1.,4933.,0.,4933.,0.,422.2,0.0012137729,422.2,0.0001305589,422.2,0.0055329303,422.2,0.0011930199
4934.5,0.,4934.5,0.,4934.5,0.,4934.5,0.,422.3,0.0011625059,422.3,0.0001433058,422.3,0.0056758949,422.3,0.0012958284
4936.,1.,4936.,1.,4936.,0.,4936.,0.,422.4,0.0011140568,422.4,0.0001577462,422.4,0.0058173276,422.4,0.0014054494
4937.5,1.,4937.5,0.,4937.5,0.,4937.5,0.,422.5,0.0010685761,422.5,0.0001739824,422.5,0.0059570703,422.5,0.0015221336
4939.,0.,4939.,0.,4939.,0.,4939.,0.,422.6,0.0010262029,422.6,0.0001921258,422.6,0.0060949827,422.6,0.0016461223
4940.5,0.,4940.5,0.,4940.5,0.,4940.5,0.,422.7,0.0009870652,422.7,0.0002122966,422.7,0.006230942,422.7,0.0017776461
4942.,0.,4942.,0.,4942.,1.,4942.,0.,422.8,0.0009512798,422.8,0.0002346234,422.8,0.0063648436,422.8,0.0019169221
4943.5,0.,4943.5,0.,4943.5,0.,4943.5,0.,422.9,0.0009189530,422.9,0.0002592430,422.9,0.0064966011,422.9,0.0020641526
4945.,1.,4945.,0.,4945.,0.,4945.,0.,423.,0.0008901805,423.,0.0002862998,423.,0.0066261459,423.,0.0022195228
4946.5,0.,4946.5,0.,4946.5,0.,4946.5,0.,423.1,0.0008650478,423.1,0.0003159453,423.1,0.0067534270,423.1,0.0023831989
4948.,0.,4948.,0.,4948.,0.,4948.,1.,423.2,0.0008436304,423.2,0.0003483379,423.2,0.0068784105,423.2,0.0025553259
4949.5,0.,4949.5,0.,4949.5,1.,4949.5,0.,423.3,0.0008259943,423.3,0.0003836418,423.3,0.0070010783,423.3,0.0027360259
4951.,1.,4951.,0.,4951.,0.,4951.,0.,423.4,0.0008121959,423.4,0.0004220264,423.4,0.0071214279,423.4,0.0029253964
4952.5,1.,4952.5,0.,4952.5,0.,4952.5,0.,423.5,0.0008022827,423.5,0.0004636660,423.5,0.0072394705,423.5,0.0031235079
4954.,0.,4954.,0.,4954.,0.,4954.,0.,423.6,0.0007962932,423.6,0.0005087383,423.6,0.0073552302,423.6,0.0033304029
4955.5,0.,4955.5,0.,4955.5,0.,4955.5,0.,423.7,0.0007942571,423.7,0.000557424,423.7,0.0074687421,423.7,0.003546094
4957.,0.,4957.,0.,4957.,0.,4957.,0.,423.8,0.0007961958,423.8,0.0006099052,423.8,0.0075800509,423.8,0.0037705625
4958.5,0.,4958.5,0.,4958.5,0.,4958.5,0.,423.9,0.0008021222,423.9,0.0006663651,423.9,0.0076892092,423.9,0.0040037572
4960.,0.,4960.,0.,4960.,0.,4960.,1.,424.,0.0008120409,424.,0.0007269862,424.,0.0077962753,424.,0.0042455936
4961.5,0.,4961.5,0.,4961.5,3.,4961.5,0.,424.1,0.0008259485,424.1,0.0007919492,424.1,0.0079013116,424.1,0.0044959527
4963.,1.,4963.,0.,4963.,0.,4963.,0.,424.2,0.0008438333,424.2,0.0008614321,424.2,0.0080043827,424.2,0.0047546806
4964.5,0.,4964.5,0.,4964.5,2.,4964.5,0.,424.3,0.0008656756,424.3,0.0009356084,424.3,0.0081055531,424.3,0.0050215882
4966.,1.,4966.,0.,4966.,0.,4966.,0.,424.4,0.0008914473,424.4,0.0010146458,424.4,0.0082048855,424.4,0.0052964508
4967.5,1.,4967.5,0.,4967.5,0.,4967.5,0.,424.5,0.0009211123,424.5,0.0010987050,424.5,0.0083024388,424.5,0.0055790085
4969.,0.,4969.,0.,4969.,1.,4969.,0.,424.6,0.0009546263,424.6,0.0011879381,424.6,0.0083982662,424.6,0.0058689666
4970.5,0.,4970.5,0.,4970.5,0.,4970.5,0.,424.7,0.0009919366,424.7,0.0012824869,424.7,0.0084924133,424.7,0.0061659962
4972.,1.,4972.,0.,4972.,0.,4972.,0.,424.8,0.0010329821,424.8,0.0013824818,424.8,0.0085849170,424.8,0.0064697352
4973.5,0.,4973.5,0.,4973.5,1.,4973.5,0.,424.9,0.0010776932,424.9,0.0014880402,424.9,0.0086758035,424.9,0.0067797895
4975.,0.,4975.,0.,4975.,0.,4975.,0.,425.,0.001125992,425.,0.001599265,425.,0.0087650871,425.,0.0070957346
4976.5,0.,4976.5,0.,4976.5,0.,4976.5,0.,425.1,0.0011777918,425.1,0.0017162431,425.1,0.0088527694,425.1,0.0074171173
4978.,0.,4978.,0.,4978.,0.,4978.,0.,425.2,0.0012329975,425.2,0.0018390445,425.2,0.0089388382,425.2,0.0077434578
4979.5,0.,4979.5,0.,4979.5,0.,4979.5,0.,425.3,0.0012915054,425.3,0.0019677206,425.3,0.0090232669,425.3,0.0080742518
4981.,0.,4981.,0.,4981.,0.,4981.,0.,425.4,0.0013532035,425.4,0.0021023034,425.4,0.0091060144,425.4,0.0084089732
4982.5,0.,4982.5,0.,4982.5,0.,4982.5,0.,425.5,0.0014179715,425.5,0.0022428042,425.5,0.0091870247,425.5,0.0087470765
4984.,0.,4984.,0.,4984.,0.,4984.,0.,425.6,0.0014856807,425.6,0.0023892129,425.6,0.0092662274,425.6,0.0090880000
4985.5,0.,4985.5,0.,4985.5,0.,4985.5,0.,425.7,0.0015561950,425.7,0.0025414973,425.7,0.0093435382,425.7,0.0094311684
4987.,0.,4987.,0.,4987.,0.,4987.,0.,425.8,0.0016293705,425.8,0.0026996024,425.8,0.0094188596,425.8,0.0097759959
4988.5,0.,4988.5,0.,4988.5,1.,4988.5,0.,425.9,0.0017050562,425.9,0.0028634502,425.9,0.009492082,425.9,0.0101218897
4990.,0.,4990.,0.,4990.,0.,4990.,0.,426.,0.0017830947,426.,0.0030329392,426.,0.0095630853,426.,0.010468253
4991.5,0.,4991.5,0.,4991.5,0.,4991.5,0.,426.1,0.0018633224,426.1,0.0032079450,426.1,0.0096317408,426.1,0.010814488
4993.,0.,4993.,1.,4993.,1.,4993.,0.,426.2,0.0019455705,426.2,0.0033883201,426.2,0.0096979125,426.2,0.0111599993
4994.5,0.,4994.5,0.,4994.5,0.,4994.5,0.,426.3,0.0020296656,426.3,0.0035738946,426.3,0.0097614599,426.3,0.0115041972
4996.,0.,4996.,0.,4996.,0.,4996.,1.,426.4,0.0021154305,426.4,0.0037644769,426.4,0.0098222405,426.4,0.0118465002
4997.5,1.,4997.5,0.,4997.5,0.,4997.5,0.,426.5,0.0022026850,426.5,0.0039598546,426.5,0.0098801121,426.5,0.0121863384
4999.,1.,4999.,0.,4999.,0.,4999.,0.,426.6,0.0022912474,426.6,0.0041597958,426.6,0.0099349359,426.6,0.0125231558
5000.5,0.,5000.5,0.,5000.5,0.,5000.5,0.,426.7,0.0023809348,426.7,0.0043640508,426.7,0.0099865797,426.7,0.0128564130
5002.,1.,5002.,0.,5002.,1.,5002.,0.,426.8,0.0024715648,426.8,0.0045723530,426.8,0.0100349204,426.8,0.0131855896
5003.5,0.,5003.5,0.,5003.5,0.,5003.5,0.,426.9,0.0025629565,426.9,0.0047844219,426.9,0.0100798480,426.9,0.0135101856
5005.,1.,5005.,0.,5005.,0.,5005.,0.,427.,0.0026549316,427.,0.004999964,427.,0.0101212686,427.,0.0138297239
5006.5,0.,5006.5,0.,5006.5,0.,5006.5,0.,427.1,0.0027473157,427.1,0.005218676,427.1,0.0101591071,427.1,0.0141437513
5008.,0.,5008.,0.,5008.,0.,5008.,1.,427.2,0.0028399395,427.2,0.0054402467,427.2,0.0101933115,427.2,0.0144518397
5009.5,0.,5009.5,0.,5009.5,0.,5009.5,0.,427.3,0.0029326402,427.3,0.0056643599,427.3,0.0102238551,427.3,0.0147535867
5011.,0.,5011.,0.,5011.,0.,5011.,0.,427.4,0.0030252625,427.4,0.0058906966,427.4,0.01025074,427.4,0.0150486163
5012.5,0.,5012.5,0.,5012.5,0.,5012.5,0.,427.5,0.0031176602,427.5,0.0061189384,427.5,0.0102739999,427.5,0.0153365791
5014.,0.,5014.,0.,5014.,1.,5014.,0.,427.6,0.0032096967,427.6,0.0063487695,427.6,0.010293703,427.6,0.0156171519
5015.5,0.,5015.5,0.,5015.5,0.,5015.5,0.,427.7,0.0033012471,427.7,0.0065798802,427.7,0.0103099538,427.7,0.0158900371
5017.,0.,5017.,1.,5017.,0.,5017.,0.,427.8,0.0033921983,427.8,0.0068119694,427.8,0.0103228961,427.8,0.0161549624
5018.5,0.,5018.5,0.,5018.5,0.,5018.5,1.,427.9,0.0034824505,427.9,0.0070447471,427.9,0.0103327142,427.9,0.0164116792
5020.,0.,5020.,0.,5020.,0.,5020.,1.,428.,0.0035719181,428.,0.0072779373,428.,0.0103396346,428.,0.0166599618
5021.5,1.,5021.5,0.,5021.5,0.,5021.5,0.,428.1,0.0036605302,428.1,0.0075112803,428.1,0.0103439273,428.1,0.0168996053
5023.,0.,5023.,0.,5023.,1.,5023.,0.,428.2,0.0037482317,428.2,0.0077445351,428.2,0.0103459064,428.2,0.0171304248
5024.5,0.,5024.5,0.,5024.5,0.,5024.5,0.,428.3,0.0038349833,428.3,0.0079774814,428.3,0.0103459303,428.3,0.0173522527
5026.,1.,5026.,0.,5026.,0.,5026.,0.,428.4,0.0039207625,428.4,0.0082099214,428.4,0.0103444017,428.4,0.0175649374
5027.5,0.,5027.5,1.,5027.5,0.,5027.5,0.,428.5,0.0040055633,428.5,0.0084416814,428.5,0.0103417672,428.5,0.0177683413
5029.,0.,5029.,0.,5029.,0.,5029.,1.,428.6,0.0040893968,428.6,0.0086726133,428.6,0.0103385157,428.6,0.0179623385
5030.5,0.,5030.5,0.,5030.5,0.,5030.5,1.,428.7,0.0041722910,428.7,0.008902595,428.7,0.0103351776,428.7,0.0181468133
5032.,0.,5032.,0.,5032.,0.,5032.,0.,428.8,0.0042542908,428.8,0.0091315313,428.8,0.0103323224,428.8,0.0183216585
5033.5,0.,5033.5,0.,5033.5,0.,5033.5,0.,428.9,0.0043354573,428.9,0.0093593542,428.9,0.0103305564,428.9,0.0184867731
5035.,0.,5035.,0.,5035.,0.,5035.,0.,429.,0.004415868,429.,0.0095860225,429.,0.01033052,429.,0.0186420618
5036.5,0.,5036.5,0.,5036.5,1.,5036.5,0.,429.1,0.0044956155,429.1,0.0098115214,429.1,0.0103328840,429.1,0.0187874329
5038.,0.,5038.,0.,5038.,0.,5038.,0.,429.2,0.0045748074,429.2,0.0100358614,429.2,0.0103383467,429.2,0.0189227978
5039.5,0.,5039.5,0.,5039.5,1.,5039.5,0.,429.3,0.0046535651,429.3,0.0102590775,429.3,0.0103476291,429.3,0.0190480702
5041.,1.,5041.,1.,5041.,0.,5041.,0.,429.4,0.0047320231,429.4,0.0104812266,429.4,0.0103614711,429.4,0.0191631657
5042.5,1.,5042.5,0.,5042.5,0.,5042.5,0.,429.5,0.0048103277,429.5,0.0107023865,429.5,0.0103806267,429.5,0.019268002
5044.,2.,5044.,0.,5044.,1.,5044.,0.,429.6,0.004888636,429.6,0.0109226528,429.6,0.0104058589,429.6,0.0193624989
5045.5,1.,5045.5,0.,5045.5,0.,5045.5,0.,429.7,0.0049671146,429.7,0.0111421368,429.7,0.0104379347,429.7,0.0194465793
5047.,0.,5047.,0.,5047.,0.,5047.,0.,429.8,0.0050459385,429.8,0.0113609621,429.8,0.0104776201,429.8,0.0195201702
5048.5,0.,5048.5,0.,5048.5,0.,5048.5,0.,429.9,0.0051252894,429.9,0.0115792618,429.9,0.0105256743,429.9,0.0195832041
5050.,0.,5050.,0.,5050.,0.,5050.,0.,430.,0.0052053547,430.,0.0117971751,430.,0.0105828444,430.,0.0196356211
5051.5,0.,5051.5,0.,5051.5,0.,5051.5,0.,430.1,0.0052863258,430.1,0.0120148437,430.1,0.0106498598,430.1,0.0196773704
5053.,0.,5053.,0.,5053.,0.,5053.,0.,430.2,0.0053683967,430.2,0.0122324085,430.2,0.0107274272,430.2,0.0197084136
5054.5,0.,5054.5,0.,5054.5,0.,5054.5,0.,430.3,0.005451763,430.3,0.0124500058,430.3,0.0108162247,430.3,0.0197287266
5056.,0.,5056.,0.,5056.,0.,5056.,0.,430.4,0.0055366197,430.4,0.0126677636,430.4,0.0109168970,430.4,0.0197383032
5057.5,0.,5057.5,0.,5057.5,0.,5057.5,0.,430.5,0.0056231607,430.5,0.0128857984,430.5,0.0110300502,430.5,0.0197371577
5059.,0.,5059.,0.,5059.,0.,5059.,0.,430.6,0.0057115771,430.6,0.0131042112,430.6,0.0111562473,430.6,0.0197253284
5060.5,0.,5060.5,0.,5060.5,1.,5060.5,0.,430.7,0.0058020557,430.7,0.013323085,430.7,0.0112960033,430.7,0.0197028808
5062.,0.,5062.,0.,5062.,0.,5062.,0.,430.8,0.0058947784,430.8,0.0135424809,430.8,0.0114497817,430.8,0.0196699111
5063.5,0.,5063.5,0.,5063.5,0.,5063.5,1.,430.9,0.0059899205,430.9,0.0137624360,430.9,0.0116179902,430.9,0.019626549
5065.,1.,5065.,0.,5065.,0.,5065.,0.,431.,0.0060876503,431.,0.0139829603,431.,0.0118009779,431.,0.0195729612
5066.5,0.,5066.5,1.,5066.5,0.,5066.5,0.,431.1,0.0061881275,431.1,0.0142040348,431.1,0.0119990320,431.1,0.0195093542
5068.,0.,5068.,0.,5068.,0.,5068.,0.,431.2,0.0062915031,431.2,0.0144256098,431.2,0.0122123757,431.2,0.0194359769
5069.5,0.,5069.5,0.,5069.5,0.,5069.5,0.,431.3,0.006397918,431.3,0.014647603,431.3,0.0124411663,431.3,0.0193531227
5071.,0.,5071.,0.,5071.,1.,5071.,0.,431.4,0.0065075029,431.4,0.014869899,431.4,0.0126854934,431.4,0.0192611319
5072.5,0.,5072.5,0.,5072.5,1.,5072.5,0.,431.5,0.0066203777,431.5,0.0150923484,431.5,0.0129453789,431.5,0.0191603925
5074.,0.,5074.,0.,5074.,0.,5074.,0.,431.6,0.0067366509,431.6,0.0153147678,431.6,0.0132207759,431.6,0.0190513418
5075.5,0.,5075.5,0.,5075.5,0.,5075.5,0.,431.7,0.0068564197,431.7,0.0155369402,431.7,0.0135115691,431.7,0.0189344663
5077.,1.,5077.,0.,5077.,0.,5077.,0.,431.8,0.0069797693,431.8,0.0157586154,431.8,0.0138175758,431.8,0.0188103017
5078.5,0.,5078.5,0.,5078.5,1.,5078.5,0.,431.9,0.0071067736,431.9,0.0159795116,431.9,0.0141385468,431.9,0.018679432
5080.,0.,5080.,0.,5080.,0.,5080.,0.,432.,0.0072374944,432.,0.0161993168,432.,0.0144741685,432.,0.0185424880
5081.5,0.,5081.5,0.,5081.5,0.,5081.5,1.,432.1,0.0073719821,432.1,0.0164176906,432.1,0.0148240647,432.1,0.0184001454
5083.,0.,5083.,0.,5083.,1.,5083.,0.,432.2,0.0075102756,432.2,0.0166342672,432.2,0.0151877992,432.2,0.0182531214
5084.5,0.,5084.5,0.,5084.5,1.,5084.5,0.,432.3,0.0076524028,432.3,0.0168486573,432.3,0.0155648793,432.3,0.0181021719
5086.,0.,5086.,0.,5086.,0.,5086.,0.,432.4,0.0077983809,432.4,0.0170604517,432.4,0.0159547587,432.4,0.0179480869
5087.5,0.,5087.5,0.,5087.5,0.,5087.5,0.,432.5,0.0079482165,432.5,0.0172692242,432.5,0.0163568416,432.5,0.0177916858
5089.,0.,5089.,0.,5089.,1.,5089.,0.,432.6,0.0081019064,432.6,0.0174745352,432.6,0.0167704861,432.6,0.0176338122
5090.5,0.,5090.5,0.,5090.5,0.,5090.5,0.,432.7,0.0082594379,432.7,0.0176759353,432.7,0.0171950092,432.7,0.0174753281
5092.,1.,5092.,0.,5092.,0.,5092.,0.,432.8,0.0084207893,432.8,0.0178729689,432.8,0.0176296905,432.8,0.0173171070
5093.5,0.,5093.5,0.,5093.5,0.,5093.5,0.,432.9,0.0085859305,432.9,0.0180651779,432.9,0.018073777,432.9,0.0171600281
5095.,0.,5095.,0.,5095.,1.,5095.,0.,433.,0.0087548234,433.,0.0182521056,433.,0.0185264878,433.,0.0170049681
5096.5,0.,5096.5,0.,5096.5,0.,5096.5,0.,433.1,0.0089274224,433.1,0.0184333005,433.1,0.0189870186,433.1,0.0168527947
5098.,0.,5098.,0.,5098.,0.,5098.,0.,433.2,0.0091036747,433.2,0.0186083195,433.2,0.0194545461,433.2,0.0167043585
5099.5,0.,5099.5,0.,5099.5,0.,5099.5,0.,433.3,0.0092835212,433.3,0.0187767317,433.3,0.0199282331,433.3,0.0165604856
5101.,0.,5101.,0.,5101.,0.,5101.,0.,433.4,0.0094668963,433.4,0.0189381216,433.4,0.020407232,433.4,0.0164219701
5102.5,0.,5102.5,0.,5102.5,0.,5102.5,0.,433.5,0.0096537285,433.5,0.019092092,433.5,0.02089069,433.5,0.0162895661
5104.,0.,5104.,0.,5104.,0.,5104.,0.,433.6,0.0098439406,433.6,0.0192382667,433.6,0.0213777524,433.6,0.0161639810
5105.5,0.,5105.5,0.,5105.5,1.,5105.5,0.,433.7,0.0100374498,433.7,0.0193762931,433.7,0.0218675668,433.7,0.0160458681
5107.,1.,5107.,0.,5107.,0.,5107.,0.,433.8,0.0102341681,433.8,0.0195058445,433.8,0.0223592865,433.8,0.0159358199
5108.5,0.,5108.5,0.,5108.5,0.,5108.5,0.,433.9,0.0104340016,433.9,0.0196266211,433.9,0.0228520735,433.9,0.0158343622
5110.,0.,5110.,0.,5110.,0.,5110.,0.,434.,0.0106368511,434.,0.0197383524,434.,0.0233451017,434.,0.0157419484
5111.5,0.,5111.5,0.,5111.5,0.,5111.5,0.,434.1,0.0108426113,434.1,0.0198407973,434.1,0.0238375592,434.1,0.0156589548
5113.,0.,5113.,0.,5113.,0.,5113.,0.,434.2,0.011051171,434.2,0.0199337454,434.2,0.0243286506,434.2,0.0155856757
5114.5,1.,5114.5,0.,5114.5,1.,5114.5,0.,434.3,0.011262412,434.3,0.0200170168,434.3,0.0248175987,434.3,0.015522321
5116.,0.,5116.,0.,5116.,0.,5116.,0.,434.4,0.0114762092,434.4,0.0200904624,434.4,0.025303646,434.4,0.0154690126
5117.5,0.,5117.5,0.,5117.5,1.,5117.5,0.,434.5,0.0116924297,434.5,0.0201539629,434.5,0.0257860558,434.5,0.0154257833
